depth_1_0000001.png	-188.8766	-48.4957	737.5183	-186.8189	-13.8420	751.1862	-150.6733	-78.4085	740.0130	-157.7450	-33.3432	757.3623	-123.5115	-88.5860	742.0840	-134.8288	-38.2198	764.2000	-92.1308	-74.6205	750.4224	-105.2389	-29.3416	764.8102	-77.2489	13.9947	742.2053	-80.5509	32.6261	753.1041	-91.9654	73.1764	767.5153	-181.2369	116.6980	786.4144	-145.8415	119.9978	794.5264	-147.5708	39.4339	773.4882
depth_1_0000002.png	-188.7379	-49.9198	737.0692	-186.8224	-13.9493	751.9630	-150.3054	-78.0219	740.4857	-159.7255	-32.9298	757.4503	-123.2560	-88.1480	742.9612	-133.9633	-38.5687	764.2936	-91.1180	-73.6443	750.2151	-105.3226	-29.1474	764.9132	-77.0888	13.9264	741.9437	-79.8477	31.9538	753.4831	-92.4300	72.8672	767.3809	-181.6714	118.8139	787.3110	-145.4293	120.0618	793.8456	-147.6649	39.3115	773.3337
depth_1_0000003.png	-188.8341	-50.6952	737.9575	-186.3513	-14.4749	751.7880	-150.4185	-78.0984	742.4230	-159.5369	-32.9261	757.2378	-122.7423	-87.7405	743.7150	-135.1281	-37.9241	764.5787	-91.9706	-73.4781	750.5770	-105.6154	-28.9184	764.7930	-76.2071	11.2319	742.3638	-80.2684	29.9442	752.5089	-92.0304	72.6734	767.6021	-182.1163	118.9212	787.6824	-146.3754	120.7612	794.2983	-148.3363	40.6458	772.7942
depth_1_0000004.png	-188.6854	-50.8483	737.9799	-185.5716	-14.7769	751.5682	-150.3754	-77.9594	740.5815	-159.6356	-33.2443	757.7052	-122.8634	-86.0901	745.0502	-134.7520	-38.4559	764.7588	-92.3513	-74.7257	750.7502	-105.4536	-29.7573	765.5896	-79.3407	13.6464	743.1190	-81.0072	32.2440	753.9756	-91.0326	73.1271	768.7695	-181.2213	116.3845	786.1396	-146.5050	118.7316	793.5932	-147.1846	39.3338	773.1644
depth_1_0000005.png	-188.9591	-51.0924	738.3992	-187.2787	-14.5141	752.4685	-150.9794	-78.3554	742.3120	-159.9933	-33.1287	757.8741	-122.8178	-88.7621	744.5963	-135.3685	-38.4385	765.0700	-92.2493	-75.2052	751.1369	-104.4602	-31.3006	765.7323	-75.9945	13.0003	742.7783	-80.4472	30.2472	754.0457	-91.9186	72.6184	767.6593	-182.2916	118.7855	787.3536	-146.1173	120.2932	795.2023	-148.1946	39.6660	773.6139
depth_1_0000006.png	-189.4102	-51.5710	738.4883	-186.1047	-15.3773	751.3521	-150.4604	-78.8191	740.5428	-160.3250	-33.7827	758.1860	-123.6082	-89.2774	742.8198	-134.1895	-39.6367	764.7814	-91.6416	-74.1236	750.2584	-104.3776	-30.0789	765.0373	-76.5699	12.4581	742.8640	-80.9221	32.0827	754.3094	-92.2466	72.8815	767.8460	-182.5671	118.8015	787.4382	-147.0913	119.2080	794.8141	-148.0250	38.8420	773.5550
depth_1_0000007.png	-188.5652	-51.6197	737.6328	-187.1650	-14.8639	751.7841	-150.4679	-78.8684	740.8953	-160.3447	-33.6605	758.2076	-123.5378	-88.7787	744.4114	-134.4628	-38.9654	764.9682	-91.8032	-73.3451	750.5168	-104.7930	-28.5166	765.7764	-78.4443	11.8355	742.9395	-81.3395	31.6981	753.9601	-92.3809	72.9224	768.0540	-182.5818	118.8079	787.2055	-147.1641	119.1363	794.9353	-148.6624	39.4694	773.5224
depth_1_0000008.png	-189.5106	-53.9430	738.2225	-187.6199	-15.0035	751.9690	-151.0245	-79.2022	740.1615	-160.1455	-34.3333	758.2018	-123.7927	-89.6549	743.4291	-134.9075	-38.7782	764.6685	-91.7550	-73.7373	750.6102	-104.3507	-30.2996	766.1799	-77.6996	11.2045	743.1946	-79.8990	30.9264	753.2243	-92.5011	72.5409	768.3407	-181.6908	117.0715	786.5555	-146.2415	119.9630	795.7872	-148.1073	39.0430	773.9837
depth_1_0000009.png	-189.0433	-52.0634	737.8283	-187.9242	-14.8514	751.8188	-151.1288	-78.8116	740.7114	-160.5237	-34.3551	758.5815	-123.7006	-89.2473	744.1871	-135.5276	-38.8252	764.9946	-91.6556	-74.4769	750.4528	-104.5409	-30.0694	766.0482	-77.8357	11.8391	743.4926	-80.3091	31.0992	754.1091	-92.4964	72.7306	768.1096	-182.1104	117.3736	787.6348	-147.0142	120.1216	796.0602	-148.7558	39.8189	773.6232
depth_1_0000010.png	-189.2572	-51.8822	737.8442	-187.9034	-14.5517	752.3952	-152.1312	-78.8763	740.7848	-159.9543	-32.9365	759.4970	-124.7048	-89.2388	744.5336	-135.5806	-39.1863	764.9410	-92.3996	-74.3192	751.0854	-105.5275	-29.3602	766.0810	-76.9210	11.6052	742.6632	-79.5850	29.4998	752.7375	-92.2805	73.1756	769.4437	-183.3912	119.2835	788.2809	-147.7729	120.8151	796.3652	-148.8568	39.7502	774.0561
